place,lac,ci,lon,lat,2G_3G,people
MY0417A1_绵阳金祥小区-1,33111,6031,104.64434,31.46428,2,4
MY0417B1_绵阳金祥小区-2,33111,6032,104.64434,31.46428,2,5
MY0417C1_绵阳金祥小区-3,33111,6033,104.64434,31.46428,2,5
MY0415A1_绵阳金石小区-1,33111,6041,104.68448,31.47086,2,0.5
MY0415B1_绵阳金石小区-2,33111,6042,104.68448,31.47086,2,0.5
MY0415C1_绵阳金石小区-3,33111,6043,104.68448,31.47086,2,5
MY0400A1_绵阳花园市场-1,33111,6101,104.70754,31.46019,2,0.5
MY0400B1_绵阳花园市场-2,33111,6102,104.70754,31.46019,2,0.5
MY0400C1_绵阳花园市场-3,33111,6103,104.70754,31.46019,2,0.5
MY0498A1_绵阳驷龙家私-1,33111,6111,104.66526,31.47645,2,6
MY0498B1_绵阳驷龙家私-2,33111,6112,104.66526,31.47645,2,6
MY0498C1_绵阳驷龙家私-3,33111,6113,104.66526,31.47645,2,6
MY6034A1_绵阳金石小区1800-1,33111,63021,104.68448,31.47086,2,0.5
MY6034B1_绵阳金石小区1800-2,33111,63022,104.68448,31.47086,2,1
MY6034C1_绵阳金石小区1800-3,33111,63023,104.68448,31.47086,2,0.5
MY6071A1_绵阳永兴1800-1,33111,63101,104.63646,31.46258,2,5
MY6071B1_绵阳永兴1800-2,33111,63102,104.63646,31.46258,2,5
MY6071C1_绵阳永兴1800-3,33111,63103,104.63646,31.46258,2,0.5
MY6072A1_绵阳永兴21800-1,33111,63134,104.627014,31.45786,2,1
MY6072B1_绵阳永兴21800-2,33111,63135,104.627014,31.45786,2,2
MY6072C1_绵阳永兴21800-3,33111,63136,104.627014,31.45786,2,2
MY6023A1_绵阳花园2队1800-1,33111,63154,104.72129,31.46289,2,1
MY6023B1_绵阳花园2队1800-2,33111,63155,104.72129,31.46289,2,1
MY6023C1_绵阳花园2队1800-3,33111,63156,104.72129,31.46289,2,1
MY6038A1_绵阳劳动力市场1800-1,33111,63174,104.72023,31.45621,2,1
MY6038B1_绵阳劳动力市场1800-2,33111,63175,104.72023,31.45621,2,0.5
MY6038C1_绵阳劳动力市场1800-3,33111,63176,104.72023,31.45621,2,1
MY6033A1_绵阳巾帼大厦1800-1,33111,63204,104.716204,31.457272,2,3
MY6033B1_绵阳巾帼大厦1800-2,33111,63205,104.716204,31.457272,2,3
MY6033C1_绵阳巾帼大厦1800-3,33111,63206,104.716204,31.457272,2,1
MY0532A1_绵阳吴家长林村-1,33111,63284,104.67294,31.39561,2,1
MY0532B1_绵阳吴家长林村-2,33111,63285,104.67294,31.39561,2,0.5
MY0532C1_绵阳吴家长林村-3,33111,63286,104.67294,31.39561,2,1
MY0571A1_绵阳杨家朵朵树村-1,33111,63304,104.70406,31.36362,2,1
MY0571B1_绵阳杨家朵朵树村-2,33111,63305,104.70406,31.36362,2,0.5
MY0571C1_绵阳杨家朵朵树村-3,33111,63306,104.70406,31.36362,2,1
MY0543A1_绵阳西科大后山-1,33111,63314,104.68956,31.53411,2,0.5
MY0543B1_绵阳西科大后山-2,33111,63315,104.68956,31.53411,2,1
MY0543C1_绵阳西科大后山-3,33111,63316,104.68956,31.53411,2,0.5
MY0555A1_绵阳新观寺1队-1,33111,63374,104.65187,31.49143,2,0.5
MY0555B1_绵阳新观寺1队-2,33111,63375,104.65187,31.49143,2,4
MY0555C1_绵阳新观寺1队-3,33111,63376,104.65187,31.49143,2,4
MY0613A1_绵阳长虹七区-1,33111,63384,104.66971,31.47599,2,4
MY0613B1_绵阳长虹七区-2,33111,63385,104.66971,31.47599,2,4
MY0613C1_绵阳长虹七区-3,33111,63386,104.66971,31.47599,2,0.5
MY0495A1_绵阳双碑七队-1,33111,63404,104.68806,31.47223,2,1
MY0495B1_绵阳双碑七队-2,33111,63405,104.68806,31.47223,2,5
MY0495C1_绵阳双碑七队-3,33111,63406,104.68806,31.47223,2,5
MY0465A1_绵阳青义大龙树村-1,33111,63424,104.65293,31.52981,2,5
MY0465B1_绵阳青义大龙树村-2,33111,63425,104.65293,31.52981,2,0.5
MY0465C1_绵阳青义大龙树村-3,33111,63426,104.65293,31.52981,2,0.5
MY6030A1_绵阳佳吉快运1800-1,33111,64674,104.672484,31.46333,2,4
MY6030B1_绵阳佳吉快运1800-2,33111,64675,104.672484,31.46333,2,0.5
MY6030C1_绵阳佳吉快运1800-3,33111,64676,104.672484,31.46333,2,4
MY0567A1_绵阳阳光清华园-1,33111,65084,104.69685,31.48475,2,0.5
MY0567B1_绵阳阳光清华园-2,33111,65085,104.69685,31.48475,2,0.5
MY0567C1_绵阳阳光清华园-3,33111,65086,104.69685,31.48475,2,0.5
MY0496A1_绵阳双汇集团-1,33111,65214,104.65293,31.44811,2,1
MY0496B1_绵阳双汇集团-2,33111,65215,104.65293,31.44811,2,1
MY0496C1_绵阳双汇集团-3,33111,65216,104.65293,31.44811,2,1
MY0542A1_绵阳西科大高速-1,33111,65384,104.679584,31.53425,2,0.5
MY0373A1_绵阳富临山庄-1,33111,9031,104.67646,31.49075,2,1
MY0373B1_绵阳富临山庄-2,33111,9032,104.67646,31.49075,2,8
MY0373C1_绵阳富临山庄-3,33111,9033,104.67646,31.49075,2,8
MY0411A1_绵阳接龙寺-1,33111,9061,104.58531,31.42042,2,11
MY0411B1_绵阳接龙寺-2,33111,9062,104.58531,31.42042,2,0.5
MY0411C1_绵阳接龙寺-3,33111,9063,104.58531,31.42042,2,0.5
MY0475A1_绵阳上马新村-1,33111,9091,104.69923,31.48984,2,11
MY0475B1_绵阳上马新村-2,33111,9092,104.69923,31.48984,2,11
MY0475C1_绵阳上马新村-3,33111,9093,104.69923,31.48984,2,11
MY0382A1_绵阳古泉-1,33111,9101,104.69566,31.44924,2,11
MY0382B1_绵阳古泉-2,33111,9102,104.69566,31.44924,2,4
MY0382C1_绵阳古泉-3,33111,9103,104.69566,31.44924,2,4
MY0539A1_绵阳西科大-1,33111,9151,104.69173,31.54262,2,2
MY0539B1_绵阳西科大-2,33111,9152,104.69173,31.54262,2,0.5
MY0539C1_绵阳西科大-3,33111,9153,104.69173,31.54262,2,1
MY5003A1_室分_绵阳江油人民医院-1,33112,30534,104.746388,31.777436,2,0.5
"四川省绵阳市三台县紫河镇龙台寺村",5654,45501,105.255,30.7579,,0.5
"四川省成都市新都区三河街道绵阳特色米粉",61713,1083,104.15,30.7857,,0.5
MYW0683A1_绵阳长虹PDP宿舍楼-1,61784,10021,104.77201,31.41521,3,8
MYW0683B1_绵阳长虹PDP宿舍楼-2,61784,10022,104.77201,31.41521,3,8
MYW0683C1_绵阳长虹PDP宿舍楼-3,61784,10023,104.77201,31.41521,3,0.5
MYW0683D1_绵阳长虹PDP宿舍楼-4,61784,10024,104.77171,31.41801,3,0.5
MYW0676A1_绵阳园艺仓库-1,61784,10031,104.72255,31.48778,3,1
MYW0676B1_绵阳园艺仓库-2,61784,10032,104.72255,31.48778,3,0.5
MYW0676C1_绵阳园艺仓库-3,61784,10033,104.72255,31.48778,3,3
MYW0676A2_绵阳园艺仓库-4,61784,10034,104.72255,31.48778,3,3
MYW0676B2_绵阳园艺仓库-5,61784,10035,104.72255,31.48778,3,0.5
MYW0676C2_绵阳园艺仓库-6,61784,10036,104.72255,31.48778,3,0.5
MYW4503FBA1_绵阳西科大水电中心-1,61784,10041,104.69481,31.53477,3,0.5
MYW4503FBB1_绵阳西科大水电中心-2,61784,10042,104.69481,31.53477,3,0.5
MYW4503FBC1_绵阳西科大水电中心-3,61784,10043,104.69481,31.53477,3,3
MYW4503FBD1_绵阳西科大东苑14号楼-4,61784,10044,104.68952,31.53965,3,0.5
MYW4503FBE1_绵阳西科大东苑14号楼-5,61784,10045,104.68952,31.53965,3,0.5
MYW4503FBD2_绵阳西科大东苑14号楼-6,61784,10046,104.68952,31.53965,3,0.5
MYW4503FBE2_绵阳西科大东苑14号楼-7,61784,10047,104.68952,31.53965,3,0.5
MYW4503FBD3_绵阳西科大东苑14号楼-8,61784,10048,104.69481,31.53477,3,0.5
MYW4503FBE3_绵阳西科大东苑14号楼-9,61784,10049,104.69481,31.53477,3,0.5
MYW4501FBA1_绵阳西科大北苑1号楼-1,61784,10051,104.68495,31.53976,3,0.5
MYW4501FBB1_绵阳西科大北苑1号楼-2,61784,10052,104.68495,31.53976,3,3
MYW4501FBC1_绵阳西科大北苑1号楼-3,61784,10053,104.68495,31.53976,3,3
MYW4501FBD1_绵阳西苑老年活动中心-4,61784,10054,104.68888,31.53282,3,0.5
MYW4501FBE1_绵阳西苑老年活动中心-5,61784,10055,104.68888,31.53282,3,0.5
MYW4501FBF1_绵阳西苑老年活动中心-6,61784,10056,104.68888,31.53282,3,0.5
MYW4501FBA2_绵阳西科大北苑1号楼-4,61784,10057,104.68495,31.53976,3,0.5
MYW4501FBB2_绵阳西科大北苑1号楼-5,61784,10058,104.68495,31.53976,3,0.5
MYW4501FBC2_绵阳西科大北苑1号楼-6,61784,10059,104.68495,31.53976,3,3
MYW4502FBA1_绵阳西科大东四教学楼-1,61784,10081,104.69627,31.53594,3,0.5
MYW4502FBB1_绵阳西科大东四教学楼-2,61784,10082,104.69627,31.53594,3,2
MYW4502FBC1_绵阳西科大东四教学楼-3,61784,10083,104.69627,31.53594,3,2
MYW4502FBD1_绵阳西科大西苑7号楼-4,61784,10084,104.68658,31.53579,3,0.5
MYW4502FBE1_绵阳西科大西苑7号楼-5,61784,10085,104.68658,31.53579,3,0.5
MYW4502FBA2_绵阳西科大东四教学楼-4,61784,10086,104.69627,31.53594,3,0.5
MYW4502FBB2_绵阳西科大东四教学楼-5,61784,10087,104.69627,31.53594,3,0.5
MYW4502FBC2_绵阳西科大东四教学楼-6,61784,10088,104.69627,31.53594,3,0.5
MYW4502FBD2_绵阳西科大西苑7号楼-6,61784,10089,104.69627,31.53594,3,0.5
MYW4502FBE2_绵阳西科大西苑7号楼-7,61784,10090,104.69627,31.53594,3,0.5
MYW0607A1_绵阳西科大西山校区图书馆-1,61784,10111,104.72521,31.48321,3,0.5
MYW0607B1_绵阳西科大西山校区图书馆-2,61784,10112,104.72521,31.48321,3,0.5
MYW0607C1_绵阳西科大西山校区图书馆-3,61784,10113,104.72521,31.48321,3,0.5
MYW0607A2_绵阳西科大西山校区图书馆-4,61784,10114,104.72521,31.48321,3,0.5
MYW0607B2_绵阳西科大西山校区图书馆-5,61784,10115,104.72521,31.48321,3,0.5
MYW0607C2_绵阳西科大西山校区图书馆-6,61784,10116,104.72521,31.48321,3,0.5
MYW0385A1_绵阳高水三队-1,61784,10131,104.72691,31.49491,3,1
MYW0385B1_绵阳高水三队-2,61784,10132,104.72691,31.49491,3,1
MYW0385C1_绵阳高水三队-3,61784,10133,104.72691,31.49491,3,1
MYW0385A2_绵阳高水三队-4,61784,10134,104.72691,31.49491,3,2
MYW0385B2_绵阳高水三队-5,61784,10135,104.72691,31.49491,3,0.5
MYW0385C2_绵阳高水三队-6,61784,10136,104.72691,31.49491,3,0.5
MYW0582A1_绵阳外贸大楼-1,61784,10141,104.74701,31.45801,3,2
MYW0582B1_绵阳外贸大楼-2,61784,10142,104.74701,31.45801,3,1
MYW0582C1_绵阳外贸大楼-3,61784,10143,104.74701,31.45801,3,0.5
MYW0582A2_绵阳外贸大楼-4,61784,10144,104.74701,31.45801,3,0.5
MYW0582B2_绵阳外贸大楼-5,61784,10145,104.74701,31.45801,3,0.5
MYW0582C2_绵阳外贸大楼-6,61784,10146,104.74701,31.45801,3,8
MYW0582A3_绵阳外贸大楼-7,61784,10147,104.74701,31.45801,3,0.5
MYW0459A1_绵阳开元电站水坝-1,61784,10221,104.73521,31.51451,3,2
MYW0459B1_绵阳开元电站水坝-2,61784,10222,104.73521,31.51451,3,1
MYW0459C1_绵阳开元电站水坝-3,61784,10223,104.73521,31.51451,3,0.5
MYW0459A2_绵阳开元电站水坝-4,61784,10224,104.73521,31.51451,3,0.5
MYW0459B2_绵阳开元电站水坝-5,61784,10225,104.73521,31.51451,3,0.5
MYW0459C2_绵阳开元电站水坝-6,61784,10226,104.73521,31.51451,3,0.5
MYW0375A1_绵阳涪沿社区-1,61784,10231,104.79471,31.39791,3,0.5
MYW0375B1_绵阳涪沿社区-2,61784,10232,104.79471,31.39791,3,0.5
MYW0375C1_绵阳涪沿社区-3,61784,10233,104.79471,31.39791,3,2
MYW0501A1_绵阳南山印染厂-1,61784,10251,104.77151,31.44771,3,0.5
MYW0501B1_绵阳南山印染厂-2,61784,10252,104.77151,31.44771,3,2
MYW0501C1_绵阳南山印染厂-3,61784,10253,104.77151,31.44771,3,1
MYW0686A1_绵阳长虹圣水寺家属区-1,61784,10301,104.72361,31.50371,3,1
MYW0686B1_绵阳长虹圣水寺家属区-2,61784,10302,104.72361,31.50371,3,0.5
MYW0686C1_绵阳长虹圣水寺家属区-3,61784,10303,104.72361,31.50371,3,2
MYW0336A1_绵阳川音钢琴大楼-1,61784,10391,104.75871,31.42351,3,0.5
MYW0336B1_绵阳川音钢琴大楼-2,61784,10392,104.75871,31.42351,3,3
MYW0336C1_绵阳川音钢琴大楼-3,61784,10393,104.75871,31.42351,3,0.5
MYW0336A2_绵阳川音钢琴大楼-4,61784,10394,104.75871,31.42351,3,0.5
MYW0336B2_绵阳川音钢琴大楼-5,61784,10395,104.75871,31.42351,3,0.5
MYW0336C2_绵阳川音钢琴大楼-6,61784,10396,104.75871,31.42351,3,0.5
MYW0336A3_绵阳川音钢琴大楼-7,61784,10397,104.75871,31.42351,3,0.5
MYW0336B3_绵阳川音钢琴大楼-8,61784,10398,104.75871,31.42351,3,3
MYW0336C3_绵阳川音钢琴大楼-9,61784,10399,104.75871,31.42351,3,0.5
MYW0632A1_绵阳兴银宾馆-1,61784,10431,104.73886,31.454364,3,1
MYW0632B1_绵阳兴银宾馆-2,61784,10432,104.73886,31.454364,3,1
MYW0632C1_绵阳兴银宾馆-3,61784,10433,104.73886,31.454364,3,1
MYW0632A2_绵阳兴银宾馆-4,61784,10434,104.73886,31.454364,3,0.5
MYW0632B2_绵阳兴银宾馆-5,61784,10435,104.73886,31.454364,3,1
MYW0632C2_绵阳兴银宾馆-6,61784,10436,104.73886,31.454364,3,0.5
MYW0523A1_绵阳上龙溪村-1,61784,10451,104.70621,31.51091,3,0.5
MYW0523B1_绵阳上龙溪村-2,61784,10452,104.70621,31.51091,3,0.5
MYW0523C1_绵阳上龙溪村-3,61784,10453,104.70621,31.51091,3,0.5
MYW0674A1_绵阳御州酒店-1,61784,10461,104.72791,31.45481,3,2
MYW0674B1_绵阳御州酒店-2,61784,10462,104.72791,31.45481,3,0.5
MYW0674C1_绵阳御州酒店-3,61784,10463,104.72791,31.45481,3,0.5
MYW0674A2_绵阳御州酒店-4,61784,10464,104.72791,31.45481,3,0.5
MYW0674B2_绵阳御州酒店-5,61784,10465,104.72791,31.45481,3,0.5
MYW0674C2_绵阳御州酒店-6,61784,10466,104.72791,31.45481,3,0.5
MYW0413A1_绵阳红岩电站-1,61784,10511,104.71241,31.52011,3,0.5
MYW0413B1_绵阳红岩电站-2,61784,10512,104.71241,31.52011,3,0.5
MYW0413C1_绵阳红岩电站-3,61784,10513,104.71241,31.52011,3,0.5
MYW0532A1_绵阳圣水6队-1,61784,1091,104.72587,31.50793,3,1
MYW0532B1_绵阳圣水6队-2,61784,1092,104.72587,31.50793,3,0.5
MYW0532C1_绵阳圣水6队-3,61784,1093,104.72587,31.50793,3,0.5
MYW0532A2_绵阳圣水6队-4,61784,1094,104.72587,31.50793,3,0.5
MYW0532B2_绵阳圣水6队-5,61784,1095,104.72587,31.50793,3,0.5
MYW0532C2_绵阳圣水6队-6,61784,1096,104.72587,31.50793,3,0.5
MYW0362A1_绵阳丰谷十五中-1,61784,11081,104.82331,31.34911,3,6
MYW0362B1_绵阳丰谷十五中-2,61784,11082,104.82331,31.34911,3,0.5
MYW0362C1_绵阳丰谷十五中-3,61784,11083,104.82331,31.34911,3,0.5
MYW0363A1_绵阳丰谷镇北-1,61784,11091,104.82401,31.35441,3,0.5
MYW0363B1_绵阳丰谷镇北-2,61784,11092,104.82401,31.35441,3,0.5
MYW0363C1_绵阳丰谷镇北-3,61784,11093,104.82401,31.35441,3,6
MYW0688A1_绵阳中国银行-1,61784,111,104.74774,31.46122,3,1
MYW0364A1_绵阳丰谷镇晨曦休闲庄-1,61784,11101,104.80991,31.34311,3,0.5
MYW0364B1_绵阳丰谷镇晨曦休闲庄-2,61784,11102,104.80991,31.34311,3,0.5
MYW0364C1_绵阳丰谷镇晨曦休闲庄-3,61784,11103,104.80991,31.34311,3,0.5
MYW0688B1_绵阳中国银行-2,61784,112,104.74774,31.46122,3,3
MYW0688C1_绵阳中国银行-3,61784,113,104.74774,31.46122,3,0.5
MYW0611A1_绵阳小岛花园-1,61784,1131,104.74791,31.49493,3,4
MYW0611B1_绵阳小岛花园-2,61784,1132,104.74791,31.49493,3,4
MYW0611C1_绵阳小岛花园-3,61784,1133,104.74791,31.49493,3,4
MYW0611A2_绵阳小岛花园-4,61784,1134,104.74791,31.49493,3,0.5
MYW0611B2_绵阳小岛花园-5,61784,1135,104.74791,31.49493,3,0.5
MYW0611C2_绵阳小岛花园-6,61784,1136,104.74791,31.49493,3,0.5
MYW0688A2_绵阳中国银行-4,61784,114,104.74774,31.46122,3,0.5
MYW0688B2_绵阳中国银行-5,61784,115,104.74774,31.46122,3,0.5
MYW0688C2_绵阳中国银行-6,61784,116,104.74774,31.46122,3,0.5
MYW0688A3_绵阳中国银行-7,61784,117,104.74774,31.46122,3,0.5
MYW0688B3_绵阳中国银行-8,61784,118,104.74774,31.46122,3,0.5
MYW0688C3_绵阳中国银行-9,61784,119,104.74774,31.46122,3,0.5
MYW0679A1_绵阳跃进北路-1,61784,1191,104.73731,31.49701,3,2
MYW0679B1_绵阳跃进北路-2,61784,1192,104.73731,31.49701,3,0.5
MYW0679C1_绵阳跃进北路-3,61784,1193,104.73731,31.49701,3,2
MYW0679A2_绵阳跃进北路-4,61784,1194,104.73731,31.49701,3,0.5
MYW0679B2_绵阳跃进北路-5,61784,1195,104.73731,31.49701,3,0.5
MYW0679C2_绵阳跃进北路-6,61784,1196,104.73731,31.49701,3,1
MYW0445A1_绵阳金山商务宾馆-1,61784,12021,104.73562,31.47571,3,0.5
MYW0445B1_绵阳金山商务宾馆-2,61784,12022,104.73562,31.47571,3,0.5
MYW0445C1_绵阳金山商务宾馆-3,61784,12023,104.73562,31.47571,3,0.5
MYW0445A2_绵阳金山商务宾馆-4,61784,12024,104.73562,31.47571,3,0.5
MYW0445B2_绵阳金山商务宾馆-5,61784,12025,104.73562,31.47571,3,0.5
MYW0445C2_绵阳金山商务宾馆-6,61784,12026,104.73562,31.47571,3,0.5
MYW1013A1_绵阳服装学校-1,61784,12041,104.72736,31.47621,3,19
MYW1013B1_绵阳服装学校-2,61784,12042,104.72736,31.47621,3,0.5
MYW1013C1_绵阳服装学校-3,61784,12043,104.72736,31.47621,3,0.5
MYW1013A2_绵阳服装学校-4,61784,12044,104.72736,31.47621,3,0.5
MYW1013B2_绵阳服装学校-5,61784,12045,104.72736,31.47621,3,0.5
MYW1013C2_绵阳服装学校-6,61784,12046,104.72736,31.47621,3,0.5
MYW0384A1_绵阳高水第四居民B区-1,61784,12051,104.729743,31.5005088,3,19
MYW0384B1_绵阳高水第四居民B区-2,61784,12052,104.729743,31.5005088,3,7
MYW0384C1_绵阳高水第四居民B区-3,61784,12053,104.729743,31.5005088,3,7
MYW0384A2_绵阳高水第四居民B区-4,61784,12054,104.729743,31.5005088,3,0.5
MYW0384B2_绵阳高水第四居民B区-5,61784,12055,104.729743,31.5005088,3,0.5
MYW0384C2_绵阳高水第四居民B区-6,61784,12056,104.729743,31.5005088,3,0.5
MYW1058A1_绵阳西科大东一宿舍楼-1,61784,12061,104.69843,31.53986,3,0.5
MYW1058B1_绵阳西科大东一宿舍楼-2,61784,12062,104.69843,31.53986,3,0.5
MYW1058C1_绵阳西科大东一宿舍楼-3,61784,12063,104.69843,31.53986,3,0.5
MYW1032A1_绵阳农资公司家属楼-1,61784,12071,104.73084,31.46104,3,0.5
MYW1032B1_绵阳农资公司家属楼-2,61784,12072,104.73084,31.46104,3,0.5
MYW1032C1_绵阳农资公司家属楼-3,61784,12073,104.73084,31.46104,3,7
MYW1032A2_绵阳农资公司家属楼-4,61784,12074,104.73084,31.46104,3,0.5
MYW1032B2_绵阳农资公司家属楼-5,61784,12075,104.73084,31.46104,3,0.5
MYW1032C2_绵阳农资公司家属楼-6,61784,12076,104.73084,31.46104,3,7
MYW0681A1_绵阳跃进路中段-1,61784,12081,104.73872,31.47483,3,0.5
MYW0681B1_绵阳跃进路中段-2,61784,12082,104.73872,31.47483,3,0.5
MYW0681C1_绵阳跃进路中段-3,61784,12083,104.73872,31.47483,3,0.5
MYW0681A2_绵阳跃进路中段-4,61784,12084,104.73872,31.47483,3,0.5
MYW0681B2_绵阳跃进路中段-5,61784,12085,104.73872,31.47483,3,0.5
MYW0681C2_绵阳跃进路中段-6,61784,12086,104.73872,31.47483,3,0.5
MYW0536A1_绵阳圣水五队-1,61784,12101,104.72939,31.50921,3,7
MYW0536B1_绵阳圣水五队-2,61784,12102,104.72939,31.50921,3,6
MYW0536C1_绵阳圣水五队-3,61784,12103,104.72939,31.50921,3,6
MYW0536A2_绵阳圣水五队-4,61784,12104,104.72939,31.50921,3,0.5
MYW0536B2_绵阳圣水五队-5,61784,12105,104.72939,31.50921,3,0.5
MYW0536C2_绵阳圣水五队-6,61784,12106,104.72939,31.50921,3,0.5
MYW1021A1_绵阳会仙路-1,61784,12111,104.73981,31.46699,3,6
MYW1021B1_绵阳会仙路-2,61784,12112,104.73981,31.46699,3,0.5
MYW1021C1_绵阳会仙路-3,61784,12113,104.73981,31.46699,3,0.5
MYW1021A2_绵阳会仙路-4,61784,12114,104.73981,31.46699,3,0.5
MYW1021B2_绵阳会仙路-5,61784,12115,104.73981,31.46699,3,0.5
MYW1021C2_绵阳会仙路-6,61784,12116,104.73981,31.46699,3,0.5
MYW1021C3_绵阳会仙路-9,61784,12119,104.73981,31.46699,3,0.5
MYW0520A1_绵阳三里村天主教堂-1,61784,12321,104.71949,31.47571,3,0.5
MYW0520B1_绵阳三里村天主教堂-2,61784,12322,104.71949,31.47571,3,5
MYW0520C1_绵阳三里村天主教堂-3,61784,12323,104.71949,31.47571,3,5
MYW1052A1_绵阳塘汛小学-1,61784,12451,104.78689,31.39516,3,0.5
MYW1052B1_绵阳塘汛小学-2,61784,12452,104.78689,31.39516,3,0.5
MYW1052C1_绵阳塘汛小学-3,61784,12453,104.78689,31.39516,3,0.5
MYW1006A1_绵阳安普工业办公楼-1,61784,12461,104.76753,31.39842,3,0.5
MYW1006B1_绵阳安普工业办公楼-2,61784,12462,104.76753,31.39842,3,0.5
MYW1006C1_绵阳安普工业办公楼-3,61784,12463,104.76753,31.39842,3,0.5
MYW1070A1_绵阳御营苑小区-1,61784,12491,104.73487,31.45596,3,1
MYW1070B1_绵阳御营苑小区-2,61784,12492,104.73487,31.45596,3,1
MYW1070C1_绵阳御营苑小区-3,61784,12493,104.73487,31.45596,3,4
MYW1070A2_绵阳御营苑小区-4,61784,12494,104.73487,31.45596,3,0.5
MYW1070B2_绵阳御营苑小区-5,61784,12495,104.73487,31.45596,3,0.5
MYW1070C2_绵阳御营苑小区-6,61784,12496,104.73487,31.45596,3,4
MYW0344A1_绵阳电大-1,61784,12501,104.74514,31.44787,3,4
MYW0344B1_绵阳电大-2,61784,12502,104.74514,31.44787,3,4
MYW0344C1_绵阳电大-3,61784,12503,104.74514,31.44787,3,0.5
MYW0344A2_绵阳电大-4,61784,12504,104.74514,31.44787,3,0.5
MYW0344B2_绵阳电大-5,61784,12505,104.74514,31.44787,3,3
MYW0344C2_绵阳电大-6,61784,12506,104.74514,31.44787,3,0.5
MYW0409A1_绵阳亨利景竹苑-1,61784,12511,104.74161,31.44678,3,3
MYW0409B1_绵阳亨利景竹苑-2,61784,12512,104.74161,31.44678,3,0.5
MYW0409C1_绵阳亨利景竹苑-3,61784,12513,104.74161,31.44678,3,0.5
MYW0409A2_绵阳亨利景竹苑-4,61784,12514,104.74161,31.44678,3,0.5
MYW0409B2_绵阳亨利景竹苑-5,61784,12515,104.74161,31.44678,3,0.5
MYW0409C2_绵阳亨利景竹苑-6,61784,12516,104.74161,31.44678,3,0.5
MYW1026A1_绵阳理想公寓-1,61784,12531,104.76953,31.43208,3,3
MYW1026B1_绵阳理想公寓-2,61784,12532,104.76953,31.43208,3,1
MYW1026C1_绵阳理想公寓-3,61784,12533,104.76953,31.43208,3,0.5
MYW1037A1_绵阳青义龙中村-1,61784,13001,104.678717,31.518455,3,0.5
MYW1037B1_绵阳青义龙中村-2,61784,13002,104.678717,31.518455,3,0.5
MYW1037C1_绵阳青义龙中村-3,61784,13003,104.678717,31.518455,3,0.5
MYW1038A1_绵阳青义长梁村-1,61784,13011,104.64413,31.53512,3,0.5
MYW1038B1_绵阳青义长梁村-2,61784,13012,104.64413,31.53512,3,0.5
MYW1038C1_绵阳青义长梁村-3,61784,13013,104.64413,31.53512,3,0.5
MYW1027A1_绵阳龙门镇政府-1,61784,13241,104.69211,31.57134,3,3
MYW1027B1_绵阳龙门镇政府-2,61784,13242,104.69211,31.57134,3,3
MYW1027C1_绵阳龙门镇政府-3,61784,13243,104.69211,31.57134,3,0.5
MYW0565A1_绵阳随园新村-1,61784,13261,104.74058,31.49921,3,0.5
MYW0565B1_绵阳随园新村-2,61784,13262,104.74058,31.49921,3,0.5
MYW0565C1_绵阳随园新村-3,61784,13263,104.74058,31.49921,3,1
MYW0565A2_绵阳随园新村-4,61784,13264,104.74058,31.49921,3,5
MYW0565B2_绵阳随园新村-5,61784,13265,104.74058,31.49921,3,0.5
MYW0565C2_绵阳随园新村-6,61784,13266,104.74058,31.49921,3,0.5
MYW0433A1_绵阳剑南立交-1,61784,13611,104.72725,31.468524,3,0.5
